Date,BZ_rate(kg/h)
3/1/2021 9:26 AM,4061.02
3/2/2021 9:26 AM,3005.58
3/3/2021 9:26 AM,4551.72
3/4/2021 9:26 AM,5514.04
3/5/2021 9:26 AM,4772.63
3/6/2021 9:26 AM,4645.13
3/7/2021 9:26 AM,2855.54
3/8/2021 9:26 AM,4255.55
3/9/2021 9:26 AM,4949.36
3/10/2021 9:26 AM,998.92
3/11/2021 9:26 AM,-0.58
3/12/2021 9:26 AM,-0.54
3/13/2021 9:26 AM,-0.58
3/14/2021 9:26 AM,-0.58
3/15/2021 9:26 AM,-0.59
3/16/2021 9:26 AM,-0.63
3/17/2021 9:26 AM,-0.57
3/18/2021 9:26 AM,-0.6
3/19/2021 9:26 AM,-0.61
3/20/2021 9:26 AM,-0.59
3/21/2021 9:26 AM,-0.58
3/22/2021 9:26 AM,-0.54
3/23/2021 9:26 AM,-0.58
3/24/2021 9:26 AM,-0.57
3/25/2021 9:26 AM,-0.56
3/26/2021 9:26 AM,-0.58
3/27/2021 9:26 AM,-0.58
3/28/2021 9:26 AM,-0.58
3/29/2021 9:26 AM,-0.54
3/30/2021 9:26 AM,-0.46
3/31/2021 9:26 AM,-0.59
4/1/2021 9:26 AM,3375.67
4/2/2021 9:26 AM,5691.09
4/3/2021 9:26 AM,5677.22
4/4/2021 9:26 AM,5650.48
4/5/2021 9:26 AM,5547.03
4/6/2021 9:26 AM,5608.24
4/7/2021 9:26 AM,5594.54
4/8/2021 9:26 AM,5262.11
4/9/2021 9:26 AM,5286.93
4/10/2021 9:26 AM,5232.7
4/11/2021 9:26 AM,5390.29
4/12/2021 9:26 AM,5267.99
4/13/2021 9:26 AM,5290.83
4/14/2021 9:26 AM,5182.36
4/15/2021 9:26 AM,5277.47
4/16/2021 9:26 AM,3141.85
4/17/2021 9:26 AM,4565.48
4/18/2021 9:26 AM,5207.18
4/19/2021 9:26 AM,4952.99
4/20/2021 9:26 AM,4824.46
4/21/2021 9:26 AM,4603.22
4/22/2021 9:26 AM,4690.87
4/23/2021 9:26 AM,5186.57
4/24/2021 9:26 AM,5071.29
4/25/2021 9:26 AM,5202.12
4/26/2021 9:26 AM,5398.57
4/27/2021 9:26 AM,5321.14
4/28/2021 9:26 AM,5272.18
4/29/2021 9:26 AM,3137.3
4/30/2021 9:26 AM,4694.44
5/1/2021 9:26 AM,5298.33
5/2/2021 9:26 AM,5310.04
5/3/2021 9:26 AM,5238.18
5/4/2021 9:26 AM,5275.74
5/5/2021 9:26 AM,5402.45
5/6/2021 9:26 AM,5682.59
5/7/2021 9:26 AM,5706.53
5/8/2021 9:26 AM,5686.65
5/9/2021 9:26 AM,3436.69
5/10/2021 9:26 AM,5252.52
5/11/2021 9:26 AM,3513.01
5/12/2021 9:26 AM,2292.61
5/13/2021 9:26 AM,6205.72
5/14/2021 9:26 AM,3805.19
5/15/2021 9:26 AM,5244.92
5/16/2021 9:26 AM,6154.76
5/17/2021 9:26 AM,6152.78
5/18/2021 9:26 AM,3568.8
5/19/2021 9:26 AM,2238.74
5/20/2021 9:26 AM,5686.11
5/21/2021 9:26 AM,5634.79
5/22/2021 9:26 AM,5666.94
5/23/2021 9:26 AM,5681.4
5/24/2021 9:26 AM,5109.6
5/25/2021 9:26 AM,5027.53
5/26/2021 9:26 AM,5030.83
5/27/2021 9:26 AM,4832.63
5/28/2021 9:26 AM,4694.5
5/29/2021 9:26 AM,4704.31
5/30/2021 9:26 AM,4817.34
5/31/2021 9:26 AM,4764.14
6/1/2021 9:26 AM,4910.3
6/2/2021 9:26 AM,5386.96
6/3/2021 9:26 AM,5395.13
6/4/2021 9:26 AM,5885.46
6/5/2021 9:26 AM,3675.11
6/6/2021 9:26 AM,4779.4
6/7/2021 9:26 AM,5482.79
6/8/2021 9:26 AM,5586.55
6/9/2021 9:26 AM,5571.35
6/10/2021 9:26 AM,5486.54
6/11/2021 9:26 AM,3275.61
6/12/2021 9:26 AM,4875.47
6/13/2021 9:26 AM,5877.73
6/14/2021 9:26 AM,3369.11
6/15/2021 9:26 AM,4832.03
6/16/2021 9:26 AM,3294.41
6/17/2021 9:26 AM,2029.06
6/18/2021 9:26 AM,5593.67
6/19/2021 9:26 AM,5435.04
6/20/2021 9:26 AM,5398.23
6/21/2021 9:26 AM,591.66
6/22/2021 9:26 AM,4695.77
6/23/2021 9:26 AM,5367.85
6/24/2021 9:26 AM,3155.45
6/25/2021 9:26 AM,4977.63
6/26/2021 9:26 AM,5870.66
6/27/2021 9:26 AM,3710.98
6/28/2021 9:26 AM,5467.7
6/29/2021 9:26 AM,5432.53
6/30/2021 9:26 AM,5375.04
7/1/2021 9:26 AM,5232.54
7/2/2021 9:26 AM,5196.8
7/3/2021 9:26 AM,5371.37
7/4/2021 9:26 AM,5310.58
7/5/2021 9:26 AM,5066.26
7/6/2021 9:26 AM,5170.72
7/7/2021 9:26 AM,5232.26
7/8/2021 9:26 AM,4850.94
7/9/2021 9:26 AM,4549.62
7/10/2021 9:26 AM,4545
7/11/2021 9:26 AM,2809.47
7/12/2021 9:26 AM,1574.72
7/13/2021 9:26 AM,4340.09
7/14/2021 9:26 AM,4356.58
7/15/2021 9:26 AM,4611.24
7/16/2021 9:26 AM,517.95
7/17/2021 9:26 AM,-0.59
7/18/2021 9:26 AM,4019.75
7/19/2021 9:26 AM,4422.9
7/20/2021 9:26 AM,4126.73
7/21/2021 9:26 AM,4094.16
7/22/2021 9:26 AM,4091.81
7/23/2021 9:26 AM,4188.22
7/24/2021 9:26 AM,4284.43
7/25/2021 9:26 AM,3939.98
7/26/2021 9:26 AM,4202.08
7/27/2021 9:26 AM,2516.94
7/28/2021 9:26 AM,3659.71
7/29/2021 9:26 AM,3813.9
7/30/2021 9:26 AM,4224.09
7/31/2021 9:26 AM,2411.52
8/1/2021 9:26 AM,-0.63
8/2/2021 9:26 AM,-0.63
8/3/2021 9:26 AM,-0.61
8/4/2021 9:26 AM,-0.65
8/5/2021 9:26 AM,-0.62
8/6/2021 9:26 AM,-0.65
8/7/2021 9:26 AM,-0.62
8/8/2021 9:26 AM,-0.64
8/9/2021 9:26 AM,-0.66
8/10/2021 9:26 AM,-0.66
8/11/2021 9:26 AM,-0.62
8/12/2021 9:26 AM,-0.64
8/13/2021 9:26 AM,-0.65
8/14/2021 9:26 AM,6235.89
8/15/2021 9:26 AM,6391.33
8/16/2021 9:26 AM,5800.32
8/17/2021 9:26 AM,1451.26
8/18/2021 9:26 AM,-0.59
8/19/2021 9:26 AM,323.39
